Tanque,pH,Temperatura_C,Fecha,Hora,Jornada,Fecha_Hora,evento_externo,estado
Tanque 4,7.04,19.24,2025-04-18,08:40:00,Dia,2025-04-18 08:40:00,Ninguno,0
Tanque 5,6.98,19.2,2025-04-18,08:45:00,Dia,2025-04-18 08:45:00,Ninguno,0
Tanque 6,6.86,19.27,2025-04-18,08:50:00,Dia,2025-04-18 08:50:00,Ninguno,0
Tanque 7,6.87,19.5,2025-04-18,08:55:00,Dia,2025-04-18 08:55:00,Ninguno,0
Tanque 8,6.79,20.35,2025-04-18,09:00:00,Dia,2025-04-18 09:00:00,Ninguno,1
Tanque 9,7.04,19.85,2025-04-18,09:05:00,Dia,2025-04-18 09:05:00,Ninguno,0
Tanque 10,6.9,18.7,2025-04-18,09:10:00,Dia,2025-04-18 09:10:00,Ninguno,0
Tanque 1,7.05,19.77,2025-04-18,15:00:00,Tarde,2025-04-18 15:00:00,Ninguno,0
Tanque 2,7.09,20.18,2025-04-18,15:05:00,Tarde,2025-04-18 15:05:00,Ninguno,1
Tanque 3,7.04,19.83,2025-04-18,15:10:00,Tarde,2025-04-18 15:10:00,Ninguno,0
Tanque 5,6.96,19.51,2025-04-18,15:20:00,Tarde,2025-04-18 15:20:00,Ninguno,0
Tanque 6,7.04,19.34,2025-04-18,15:25:00,Tarde,2025-04-18 15:25:00,Ninguno,0
Tanque 7,6.83,19.77,2025-04-18,15:30:00,Tarde,2025-04-18 15:30:00,Ninguno,0
Tanque 8,6.88,20.54,2025-04-18,15:35:00,Tarde,2025-04-18 15:35:00,Ninguno,1
Tanque 9,7.2,20.52,2025-04-18,15:40:00,Tarde,2025-04-18 15:40:00,Ninguno,1
Tanque 10,7.0,19.46,2025-04-18,15:45:00,Tarde,2025-04-18 15:45:00,Ninguno,0
Tanque 1,7.13,19.58,2025-04-21,08:25:00,Dia,2025-04-21 08:25:00,Ninguno,0
Tanque 2,7.06,20.05,2025-04-21,08:30:00,Dia,2025-04-21 08:30:00,Ninguno,1
Tanque 3,7.02,19.23,2025-04-21,08:35:00,Dia,2025-04-21 08:35:00,Ninguno,0
Tanque 4,6.94,19.05,2025-04-21,08:40:00,Dia,2025-04-21 08:40:00,Ninguno,0
Tanque 5,7.15,19.51,2025-04-21,08:45:00,Dia,2025-04-21 08:45:00,Ninguno,0
Tanque 6,7.16,18.91,2025-04-21,08:50:00,Dia,2025-04-21 08:50:00,Ninguno,0
Tanque 8,6.8,20.64,2025-04-21,09:00:00,Dia,2025-04-21 09:00:00,Ninguno,1
Tanque 9,7.07,19.81,2025-04-21,09:05:00,Dia,2025-04-21 09:05:00,Ninguno,0
Tanque 10,6.97,19.12,2025-04-21,09:10:00,Dia,2025-04-21 09:10:00,Ninguno,0
Tanque 1,7.14,19.54,2025-04-21,15:00:00,Tarde,2025-04-21 15:00:00,Ninguno,0
Tanque 2,7.08,20.12,2025-04-21,15:05:00,Tarde,2025-04-21 15:05:00,Ninguno,1
Tanque 3,7.08,19.39,2025-04-21,15:10:00,Tarde,2025-04-21 15:10:00,Ninguno,0
Tanque 4,7.09,19.44,2025-04-21,15:15:00,Tarde,2025-04-21 15:15:00,Ninguno,0
Tanque 5,7.17,20.16,2025-04-21,15:20:00,Tarde,2025-04-21 15:20:00,Ninguno,1
Tanque 6,7.29,18.99,2025-04-21,15:25:00,Tarde,2025-04-21 15:25:00,Ninguno,0
Tanque 7,6.86,20.48,2025-04-21,15:30:00,Tarde,2025-04-21 15:30:00,Ninguno,1
Tanque 8,6.95,20.55,2025-04-21,15:35:00,Tarde,2025-04-21 15:35:00,Ninguno,1
Tanque 9,7.1,19.8,2025-04-21,15:40:00,Tarde,2025-04-21 15:40:00,Ninguno,0
Tanque 10,7.05,19.63,2025-04-21,15:45:00,Tarde,2025-04-21 15:45:00,Ninguno,0
Tanque 1,6.94,19.31,2025-04-22,08:25:00,Dia,2025-04-22 08:25:00,Ninguno,0
Tanque 2,6.99,19.43,2025-04-22,08:30:00,Dia,2025-04-22 08:30:00,Ninguno,0
Tanque 3,6.92,19.1,2025-04-22,08:35:00,Dia,2025-04-22 08:35:00,Ninguno,0
Tanque 4,6.91,19.32,2025-04-22,08:40:00,Dia,2025-04-22 08:40:00,Ninguno,0
Tanque 5,7.11,19.83,2025-04-22,08:45:00,Dia,2025-04-22 08:45:00,Ninguno,0
Tanque 6,7.23,18.26,2025-04-22,08:50:00,Dia,2025-04-22 08:50:00,Ninguno,0
Tanque 7,6.76,20.07,2025-04-22,08:55:00,Dia,2025-04-22 08:55:00,Ninguno,1
Tanque 8,6.91,20.03,2025-04-22,09:00:00,Dia,2025-04-22 09:00:00,Ninguno,1
Tanque 9,7.0,19.52,2025-04-22,09:05:00,Dia,2025-04-22 09:05:00,Ninguno,0
Tanque 10,7.08,19.35,2025-04-22,09:10:00,Dia,2025-04-22 09:10:00,Ninguno,0
Tanque 1,7.17,19.56,2025-04-22,15:00:00,Tarde,2025-04-22 15:00:00,Ninguno,0
Tanque 2,7.22,19.75,2025-04-22,15:05:00,Tarde,2025-04-22 15:05:00,Ninguno,0
Tanque 3,6.9,19.43,2025-04-22,15:10:00,Tarde,2025-04-22 15:10:00,Ninguno,0
Tanque 4,7.0,19.75,2025-04-22,15:15:00,Tarde,2025-04-22 15:15:00,Ninguno,0
Tanque 5,7.01,19.94,2025-04-22,15:20:00,Tarde,2025-04-22 15:20:00,Ninguno,0
Tanque 6,7.29,17.86,2025-04-22,15:25:00,Tarde,2025-04-22 15:25:00,Ninguno,0
Tanque 7,6.65,21.3,2025-04-22,15:30:00,Tarde,2025-04-22 15:30:00,Ninguno,1
Tanque 8,6.82,20.39,2025-04-22,15:35:00,Tarde,2025-04-22 15:35:00,Ninguno,1
Tanque 9,6.96,20.3,2025-04-22,15:40:00,Tarde,2025-04-22 15:40:00,Ninguno,1
Tanque 10,6.97,19.42,2025-04-22,15:45:00,Tarde,2025-04-22 15:45:00,Ninguno,0
Tanque 1,7.19,18.89,2025-04-23,08:25:00,Dia,2025-04-23 08:25:00,Ninguno,0
Tanque 2,6.95,19.33,2025-04-23,08:30:00,Dia,2025-04-23 08:30:00,Ninguno,0
Tanque 4,7.02,19.32,2025-04-23,08:40:00,Dia,2025-04-23 08:40:00,Ninguno,0
Tanque 5,7.04,19.52,2025-04-23,08:45:00,Dia,2025-04-23 08:45:00,Ninguno,0
Tanque 6,7.37,17.24,2025-04-23,08:50:00,Dia,2025-04-23 08:50:00,Ninguno,0
Tanque 7,6.8,20.36,2025-04-23,08:55:00,Dia,2025-04-23 08:55:00,Ninguno,1
Tanque 8,6.86,19.58,2025-04-23,09:00:00,Dia,2025-04-23 09:00:00,Ninguno,0
Tanque 9,6.99,19.02,2025-04-23,09:05:00,Dia,2025-04-23 09:05:00,Ninguno,0
Tanque 10,7.03,19.19,2025-04-23,09:10:00,Dia,2025-04-23 09:10:00,Ninguno,0
Tanque 1,7.05,19.45,2025-04-23,15:00:00,Tarde,2025-04-23 15:00:00,Ninguno,0
Tanque 2,7.09,19.69,2025-04-23,15:05:00,Tarde,2025-04-23 15:05:00,Ninguno,0
Tanque 3,6.99,19.72,2025-04-23,15:10:00,Tarde,2025-04-23 15:10:00,Ninguno,0
Tanque 4,7.0,19.21,2025-04-23,15:15:00,Tarde,2025-04-23 15:15:00,Ninguno,0
Tanque 5,7.03,19.68,2025-04-23,15:20:00,Tarde,2025-04-23 15:20:00,Ninguno,0
Tanque 6,7.45,17.27,2025-04-23,15:25:00,Tarde,2025-04-23 15:25:00,Ninguno,0
Tanque 7,6.77,21.24,2025-04-23,15:30:00,Tarde,2025-04-23 15:30:00,Ninguno,1
Tanque 8,7.07,19.67,2025-04-23,15:35:00,Tarde,2025-04-23 15:35:00,Ninguno,0
Tanque 9,6.99,19.58,2025-04-23,15:40:00,Tarde,2025-04-23 15:40:00,Ninguno,0
Tanque 10,7.15,19.28,2025-04-23,15:45:00,Tarde,2025-04-23 15:45:00,Ninguno,0
Tanque 2,7.07,19.31,2025-04-24,08:30:00,Dia,2025-04-24 08:30:00,Ninguno,0
Tanque 3,6.89,19.13,2025-04-24,08:35:00,Dia,2025-04-24 08:35:00,Ninguno,0
Tanque 4,6.94,19.25,2025-04-24,08:40:00,Dia,2025-04-24 08:40:00,Ninguno,0
Tanque 5,7.12,19.45,2025-04-24,08:45:00,Dia,2025-04-24 08:45:00,Ninguno,0
Tanque 6,7.32,17.05,2025-04-24,08:50:00,Dia,2025-04-24 08:50:00,Ninguno,0
Tanque 7,6.83,20.24,2025-04-24,08:55:00,Dia,2025-04-24 08:55:00,Ninguno,1
Tanque 8,6.92,19.73,2025-04-24,09:00:00,Dia,2025-04-24 09:00:00,Ninguno,0
Tanque 9,7.05,19.57,2025-04-24,09:05:00,Dia,2025-04-24 09:05:00,Ninguno,0
Tanque 10,6.92,18.33,2025-04-24,09:10:00,Dia,2025-04-24 09:10:00,Ninguno,0
Tanque 1,7.05,19.17,2025-04-24,15:00:00,Tarde,2025-04-24 15:00:00,Ninguno,0
Tanque 2,7.06,19.41,2025-04-24,15:05:00,Tarde,2025-04-24 15:05:00,Ninguno,0
Tanque 4,6.99,19.85,2025-04-24,15:15:00,Tarde,2025-04-24 15:15:00,Ninguno,0
Tanque 5,7.14,19.81,2025-04-24,15:20:00,Tarde,2025-04-24 15:20:00,Ninguno,0
Tanque 6,7.17,17.99,2025-04-24,15:25:00,Tarde,2025-04-24 15:25:00,Ninguno,0
Tanque 7,6.86,20.73,2025-04-24,15:30:00,Tarde,2025-04-24 15:30:00,Ninguno,1
Tanque 8,6.89,19.92,2025-04-24,15:35:00,Tarde,2025-04-24 15:35:00,Ninguno,0
Tanque 9,7.06,20.04,2025-04-24,15:40:00,Tarde,2025-04-24 15:40:00,Ninguno,1
Tanque 10,7.05,18.81,2025-04-24,15:45:00,Tarde,2025-04-24 15:45:00,Ninguno,0
Tanque 1,7.02,19.26,2025-04-25,08:25:00,Dia,2025-04-25 08:25:00,Ninguno,0
Tanque 2,7.0,19.61,2025-04-25,08:30:00,Dia,2025-04-25 08:30:00,Ninguno,0
Tanque 3,6.96,19.21,2025-04-25,08:35:00,Dia,2025-04-25 08:35:00,Ninguno,0
Tanque 4,6.97,19.35,2025-04-25,08:40:00,Dia,2025-04-25 08:40:00,Ninguno,0
Tanque 6,7.29,17.83,2025-04-25,08:50:00,Dia,2025-04-25 08:50:00,Ninguno,0
Tanque 7,6.87,20.03,2025-04-25,08:55:00,Dia,2025-04-25 08:55:00,Ninguno,1
Tanque 8,6.92,19.31,2025-04-25,09:00:00,Dia,2025-04-25 09:00:00,Ninguno,0
Tanque 9,7.18,19.75,2025-04-25,09:05:00,Dia,2025-04-25 09:05:00,Ninguno,0
Tanque 10,7.14,18.37,2025-04-25,09:10:00,Dia,2025-04-25 09:10:00,Ninguno,0
Tanque 1,7.07,19.59,2025-04-25,15:00:00,Tarde,2025-04-25 15:00:00,Ninguno,0
Tanque 2,7.14,20.21,2025-04-25,15:05:00,Tarde,2025-04-25 15:05:00,Ninguno,1
Tanque 3,7.11,19.69,2025-04-25,15:10:00,Tarde,2025-04-25 15:10:00,Ninguno,0
Tanque 4,6.97,19.47,2025-04-25,15:15:00,Tarde,2025-04-25 15:15:00,Ninguno,0
Tanque 5,7.01,19.54,2025-04-25,15:20:00,Tarde,2025-04-25 15:20:00,Ninguno,0
Tanque 6,7.27,17.91,2025-04-25,15:25:00,Tarde,2025-04-25 15:25:00,Ninguno,0
Tanque 7,6.84,19.98,2025-04-25,15:30:00,Tarde,2025-04-25 15:30:00,Ninguno,0
Tanque 8,6.97,19.63,2025-04-25,15:35:00,Tarde,2025-04-25 15:35:00,Ninguno,0
Tanque 9,6.96,19.42,2025-04-25,15:40:00,Tarde,2025-04-25 15:40:00,Ninguno,0
Tanque 10,7.31,18.04,2025-04-25,15:45:00,Tarde,2025-04-25 15:45:00,Ninguno,0
Tanque 2,7.16,19.53,2025-04-28,08:30:00,Dia,2025-04-28 08:30:00,Ninguno,0
Tanque 3,7.03,19.46,2025-04-28,08:35:00,Dia,2025-04-28 08:35:00,Ninguno,0
Tanque 4,7.15,19.33,2025-04-28,08:40:00,Dia,2025-04-28 08:40:00,Ninguno,0
Tanque 5,6.99,19.51,2025-04-28,08:45:00,Dia,2025-04-28 08:45:00,Ninguno,0
Tanque 6,7.22,18.12,2025-04-28,08:50:00,Dia,2025-04-28 08:50:00,Ninguno,0
Tanque 7,6.91,20.08,2025-04-28,08:55:00,Dia,2025-04-28 08:55:00,Ninguno,1
Tanque 8,6.92,18.74,2025-04-28,09:00:00,Dia,2025-04-28 09:00:00,Ninguno,0
Tanque 9,7.0,19.15,2025-04-28,09:05:00,Dia,2025-04-28 09:05:00,Ninguno,0
Tanque 10,7.32,16.79,2025-04-28,09:10:00,Dia,2025-04-28 09:10:00,Ninguno,0
Tanque 1,7.14,19.46,2025-04-28,15:00:00,Tarde,2025-04-28 15:00:00,Ninguno,0
Tanque 2,7.11,20.41,2025-04-28,15:05:00,Tarde,2025-04-28 15:05:00,Ninguno,1
Tanque 3,7.14,19.62,2025-04-28,15:10:00,Tarde,2025-04-28 15:10:00,Ninguno,0
Tanque 4,7.08,19.39,2025-04-28,15:15:00,Tarde,2025-04-28 15:15:00,Ninguno,0
Tanque 5,7.12,19.63,2025-04-28,15:20:00,Tarde,2025-04-28 15:20:00,Ninguno,0
Tanque 6,7.22,19.15,2025-04-28,15:25:00,Tarde,2025-04-28 15:25:00,Ninguno,0
Tanque 7,7.11,20.2,2025-04-28,15:30:00,Tarde,2025-04-28 15:30:00,Ninguno,1
Tanque 8,6.75,18.82,2025-04-28,15:35:00,Tarde,2025-04-28 15:35:00,Ninguno,0
Tanque 9,7.13,19.86,2025-04-28,15:40:00,Tarde,2025-04-28 15:40:00,Ninguno,0
Tanque 10,7.42,16.6,2025-04-28,15:45:00,Tarde,2025-04-28 15:45:00,Ninguno,0
Tanque 1,6.97,19.11,2025-04-29,08:25:00,Dia,2025-04-29 08:25:00,Ninguno,0
Tanque 2,7.07,19.75,2025-04-29,08:30:00,Dia,2025-04-29 08:30:00,Ninguno,0
Tanque 3,7.04,19.31,2025-04-29,08:35:00,Dia,2025-04-29 08:35:00,Ninguno,0
Tanque 4,6.91,19.38,2025-04-29,08:40:00,Dia,2025-04-29 08:40:00,Ninguno,0
Tanque 5,7.04,19.71,2025-04-29,08:45:00,Dia,2025-04-29 08:45:00,Ninguno,0
Tanque 6,7.11,17.15,2025-04-29,08:50:00,Dia,2025-04-29 08:50:00,Ninguno,0
Tanque 7,6.93,19.95,2025-04-29,08:55:00,Dia,2025-04-29 08:55:00,Ninguno,0
Tanque 8,6.83,19.06,2025-04-29,09:00:00,Dia,2025-04-29 09:00:00,Ninguno,0
Tanque 9,7.05,19.38,2025-04-29,09:05:00,Dia,2025-04-29 09:05:00,Ninguno,0
Tanque 10,7.22,16.68,2025-04-29,09:10:00,Dia,2025-04-29 09:10:00,Ninguno,0
Tanque 1,7.07,19.8,2025-04-29,15:00:00,Tarde,2025-04-29 15:00:00,Ninguno,0
Tanque 2,6.93,19.58,2025-04-29,15:05:00,Tarde,2025-04-29 15:05:00,Ninguno,0
Tanque 3,7.08,19.57,2025-04-29,15:10:00,Tarde,2025-04-29 15:10:00,Ninguno,0
Tanque 4,6.96,19.6,2025-04-29,15:15:00,Tarde,2025-04-29 15:15:00,Ninguno,0
Tanque 5,7.09,19.46,2025-04-29,15:20:00,Tarde,2025-04-29 15:20:00,Ninguno,0
Tanque 6,6.93,17.2,2025-04-29,15:25:00,Tarde,2025-04-29 15:25:00,Ninguno,0
Tanque 7,6.99,20.02,2025-04-29,15:30:00,Tarde,2025-04-29 15:30:00,Ninguno,1
Tanque 8,7.0,19.17,2025-04-29,15:35:00,Tarde,2025-04-29 15:35:00,Ninguno,0
Tanque 9,6.96,19.31,2025-04-29,15:40:00,Tarde,2025-04-29 15:40:00,Ninguno,0
Tanque 10,7.19,17.37,2025-04-29,15:45:00,Tarde,2025-04-29 15:45:00,Ninguno,0
Tanque 1,6.95,19.18,2025-04-30,08:25:00,Dia,2025-04-30 08:25:00,Ninguno,0
Tanque 2,6.9,18.68,2025-04-30,08:30:00,Dia,2025-04-30 08:30:00,Ninguno,0
Tanque 3,7.07,19.14,2025-04-30,08:35:00,Dia,2025-04-30 08:35:00,Ninguno,0
Tanque 4,6.86,20.3,2025-04-30,08:40:00,Dia,2025-04-30 08:40:00,Ninguno,1
Tanque 5,6.94,19.02,2025-04-30,08:45:00,Dia,2025-04-30 08:45:00,Ninguno,0
Tanque 6,6.78,16.96,2025-04-30,08:50:00,Dia,2025-04-30 08:50:00,Ninguno,0
Tanque 7,6.91,19.54,2025-04-30,08:55:00,Dia,2025-04-30 08:55:00,Ninguno,0
Tanque 9,6.96,18.83,2025-04-30,09:05:00,Dia,2025-04-30 09:05:00,Ninguno,0
Tanque 10,7.16,17.21,2025-04-30,09:10:00,Dia,2025-04-30 09:10:00,Ninguno,0
Tanque 2,6.97,19.34,2025-04-30,15:05:00,Tarde,2025-04-30 15:05:00,Ninguno,0
Tanque 3,6.91,18.92,2025-04-30,15:10:00,Tarde,2025-04-30 15:10:00,Ninguno,0
Tanque 4,6.7,21.06,2025-04-30,15:15:00,Tarde,2025-04-30 15:15:00,Ninguno,1
Tanque 5,6.99,19.7,2025-04-30,15:20:00,Tarde,2025-04-30 15:20:00,Ninguno,0
Tanque 6,6.83,17.62,2025-04-30,15:25:00,Tarde,2025-04-30 15:25:00,Ninguno,0
Tanque 7,6.89,20.14,2025-04-30,15:30:00,Tarde,2025-04-30 15:30:00,Ninguno,1
Tanque 8,6.82,19.08,2025-04-30,15:35:00,Tarde,2025-04-30 15:35:00,Ninguno,0
Tanque 10,7.07,17.89,2025-04-30,15:45:00,Tarde,2025-04-30 15:45:00,Ninguno,0
Tanque 1,7.05,18.93,2025-05-01,08:25:00,Dia,2025-05-01 08:25:00,Ninguno,0
Tanque 2,7.04,18.62,2025-05-01,08:30:00,Dia,2025-05-01 08:30:00,Ninguno,0
Tanque 3,6.93,19.15,2025-05-01,08:35:00,Dia,2025-05-01 08:35:00,Ninguno,0
Tanque 4,6.61,21.5,2025-05-01,08:40:00,Dia,2025-05-01 08:40:00,Ninguno,1
Tanque 5,6.98,18.95,2025-05-01,08:45:00,Dia,2025-05-01 08:45:00,Ninguno,0
Tanque 6,6.91,17.25,2025-05-01,08:50:00,Dia,2025-05-01 08:50:00,Ninguno,0
Tanque 7,6.94,19.34,2025-05-01,08:55:00,Dia,2025-05-01 08:55:00,Ninguno,0
Tanque 8,6.84,19.14,2025-05-01,09:00:00,Dia,2025-05-01 09:00:00,Ninguno,0
Tanque 9,6.98,19.21,2025-05-01,09:05:00,Dia,2025-05-01 09:05:00,Ninguno,0
Tanque 10,7.26,17.44,2025-05-01,09:10:00,Dia,2025-05-01 09:10:00,Ninguno,0
Tanque 1,7.11,19.1,2025-05-01,15:00:00,Tarde,2025-05-01 15:00:00,Ninguno,0
Tanque 3,6.95,19.54,2025-05-01,15:10:00,Tarde,2025-05-01 15:10:00,Ninguno,0
Tanque 4,6.58,22.58,2025-05-01,15:15:00,Tarde,2025-05-01 15:15:00,Ninguno,1
Tanque 5,7.04,19.34,2025-05-01,15:20:00,Tarde,2025-05-01 15:20:00,Ninguno,0
Tanque 6,6.9,18.27,2025-05-01,15:25:00,Tarde,2025-05-01 15:25:00,Ninguno,0
Tanque 7,7.04,19.64,2025-05-01,15:30:00,Tarde,2025-05-01 15:30:00,Ninguno,0
Tanque 8,6.97,20.49,2025-05-01,15:35:00,Tarde,2025-05-01 15:35:00,Ninguno,1
Tanque 9,6.92,19.61,2025-05-01,15:40:00,Tarde,2025-05-01 15:40:00,Ninguno,0
Tanque 1,7.26,19.22,2025-05-02,08:25:00,Dia,2025-05-02 08:25:00,Ninguno,0
Tanque 3,6.99,18.87,2025-05-02,08:35:00,Dia,2025-05-02 08:35:00,Ninguno,0
Tanque 4,6.63,21.58,2025-05-02,08:40:00,Dia,2025-05-02 08:40:00,Ninguno,1
Tanque 5,6.96,19.28,2025-05-02,08:45:00,Dia,2025-05-02 08:45:00,Ninguno,0
Tanque 7,6.98,18.83,2025-05-02,08:55:00,Dia,2025-05-02 08:55:00,Ninguno,0
Tanque 8,7.11,19.86,2025-05-02,09:00:00,Dia,2025-05-02 09:00:00,Ninguno,0
Tanque 10,7.0,18.6,2025-05-02,09:10:00,Dia,2025-05-02 09:10:00,Ninguno,0
Tanque 1,6.93,19.1,2025-05-02,15:00:00,Tarde,2025-05-02 15:00:00,Ninguno,0
Tanque 2,7.05,20.02,2025-05-02,15:05:00,Tarde,2025-05-02 15:05:00,Ninguno,1
Tanque 3,7.09,19.51,2025-05-02,15:10:00,Tarde,2025-05-02 15:10:00,Ninguno,0
Tanque 4,6.59,21.44,2025-05-02,15:15:00,Tarde,2025-05-02 15:15:00,Ninguno,1
Tanque 5,6.95,19.57,2025-05-02,15:20:00,Tarde,2025-05-02 15:20:00,Ninguno,0
Tanque 6,7.02,18.46,2025-05-02,15:25:00,Tarde,2025-05-02 15:25:00,Ninguno,0
Tanque 8,7.12,20.59,2025-05-02,15:35:00,Tarde,2025-05-02 15:35:00,Ninguno,1
Tanque 9,6.99,19.38,2025-05-02,15:40:00,Tarde,2025-05-02 15:40:00,Ninguno,0
Tanque 10,7.05,18.32,2025-05-02,15:45:00,Tarde,2025-05-02 15:45:00,Ninguno,0
Tanque 1,7.05,18.94,2025-05-05,08:25:00,Dia,2025-05-05 08:25:00,Ninguno,0
Tanque 2,7.09,18.85,2025-05-05,08:30:00,Dia,2025-05-05 08:30:00,Ninguno,0
Tanque 3,7.08,19.0,2025-05-05,08:35:00,Dia,2025-05-05 08:35:00,Ninguno,0
Tanque 4,6.68,21.59,2025-05-05,08:40:00,Dia,2025-05-05 08:40:00,Ninguno,1
Tanque 6,7.08,18.66,2025-05-05,08:50:00,Dia,2025-05-05 08:50:00,Ninguno,0
Tanque 7,6.96,19.74,2025-05-05,08:55:00,Dia,2025-05-05 08:55:00,Ninguno,0
Tanque 8,6.96,20.21,2025-05-05,09:00:00,Dia,2025-05-05 09:00:00,Ninguno,1
Tanque 9,6.97,18.61,2025-05-05,09:05:00,Dia,2025-05-05 09:05:00,Ninguno,0
Tanque 10,7.11,18.68,2025-05-05,09:10:00,Dia,2025-05-05 09:10:00,Ninguno,0
Tanque 1,6.95,18.61,2025-05-05,15:00:00,Tarde,2025-05-05 15:00:00,Ninguno,0
Tanque 2,6.88,19.27,2025-05-05,15:05:00,Tarde,2025-05-05 15:05:00,Ninguno,0
Tanque 3,7.03,18.94,2025-05-05,15:10:00,Tarde,2025-05-05 15:10:00,Ninguno,0
Tanque 4,6.72,21.3,2025-05-05,15:15:00,Tarde,2025-05-05 15:15:00,Ninguno,1
Tanque 5,7.01,18.97,2025-05-05,15:20:00,Tarde,2025-05-05 15:20:00,Ninguno,0
Tanque 6,7.0,18.72,2025-05-05,15:25:00,Tarde,2025-05-05 15:25:00,Ninguno,0
Tanque 8,7.18,20.57,2025-05-05,15:35:00,Tarde,2025-05-05 15:35:00,Ninguno,1
Tanque 9,6.97,19.11,2025-05-05,15:40:00,Tarde,2025-05-05 15:40:00,Ninguno,0
Tanque 10,7.12,19.32,2025-05-05,15:45:00,Tarde,2025-05-05 15:45:00,Ninguno,0
Tanque 1,6.83,18.16,2025-05-06,08:25:00,Dia,2025-05-06 08:25:00,Ninguno,0
Tanque 2,7.01,18.95,2025-05-06,08:30:00,Dia,2025-05-06 08:30:00,Ninguno,0
Tanque 3,7.09,19.28,2025-05-06,08:35:00,Dia,2025-05-06 08:35:00,Ninguno,0
Tanque 4,6.74,20.42,2025-05-06,08:40:00,Dia,2025-05-06 08:40:00,Ninguno,1
Tanque 5,7.13,18.7,2025-05-06,08:45:00,Dia,2025-05-06 08:45:00,Ninguno,0
Tanque 6,6.91,18.77,2025-05-06,08:50:00,Dia,2025-05-06 08:50:00,Ninguno,0
Tanque 7,6.95,19.6,2025-05-06,08:55:00,Dia,2025-05-06 08:55:00,Ninguno,0
Tanque 8,6.95,19.52,2025-05-06,09:00:00,Dia,2025-05-06 09:00:00,Ninguno,0
Tanque 10,7.07,18.88,2025-05-06,09:10:00,Dia,2025-05-06 09:10:00,Ninguno,0
Tanque 1,6.86,19.07,2025-05-06,15:00:00,Tarde,2025-05-06 15:00:00,Ninguno,0
Tanque 3,7.09,19.61,2025-05-06,15:10:00,Tarde,2025-05-06 15:10:00,Ninguno,0
Tanque 4,6.69,20.82,2025-05-06,15:15:00,Tarde,2025-05-06 15:15:00,Ninguno,1
Tanque 5,7.1,18.59,2025-05-06,15:20:00,Tarde,2025-05-06 15:20:00,Ninguno,0
Tanque 6,6.91,18.73,2025-05-06,15:25:00,Tarde,2025-05-06 15:25:00,Ninguno,0
Tanque 7,6.86,19.5,2025-05-06,15:30:00,Tarde,2025-05-06 15:30:00,Ninguno,0
Tanque 8,7.0,20.55,2025-05-06,15:35:00,Tarde,2025-05-06 15:35:00,Ninguno,1
Tanque 9,6.91,19.24,2025-05-06,15:40:00,Tarde,2025-05-06 15:40:00,Ninguno,0
Tanque 10,6.96,19.52,2025-05-06,15:45:00,Tarde,2025-05-06 15:45:00,Ninguno,0
Tanque 1,6.97,18.67,2025-05-07,08:25:00,Dia,2025-05-07 08:25:00,Ninguno,0
Tanque 2,7.06,18.81,2025-05-07,08:30:00,Dia,2025-05-07 08:30:00,Ninguno,0
Tanque 3,7.12,19.13,2025-05-07,08:35:00,Dia,2025-05-07 08:35:00,Ninguno,0
Tanque 4,6.94,20.03,2025-05-07,08:40:00,Dia,2025-05-07 08:40:00,Ninguno,1
Tanque 6,6.95,18.43,2025-05-07,08:50:00,Dia,2025-05-07 08:50:00,Ninguno,0
Tanque 7,6.92,19.12,2025-05-07,08:55:00,Dia,2025-05-07 08:55:00,Ninguno,0
Tanque 8,7.12,19.5,2025-05-07,09:00:00,Dia,2025-05-07 09:00:00,Ninguno,0
Tanque 10,6.96,18.97,2025-05-07,09:10:00,Dia,2025-05-07 09:10:00,Ninguno,0
Tanque 1,6.93,18.78,2025-05-07,15:00:00,Tarde,2025-05-07 15:00:00,Ninguno,0
Tanque 2,6.98,19.35,2025-05-07,15:05:00,Tarde,2025-05-07 15:05:00,Ninguno,0
Tanque 3,7.02,19.68,2025-05-07,15:10:00,Tarde,2025-05-07 15:10:00,Ninguno,0
Tanque 4,6.94,20.5,2025-05-07,15:15:00,Tarde,2025-05-07 15:15:00,Ninguno,1
Tanque 5,7.09,18.45,2025-05-07,15:20:00,Tarde,2025-05-07 15:20:00,Ninguno,0
Tanque 6,6.94,19.22,2025-05-07,15:25:00,Tarde,2025-05-07 15:25:00,Ninguno,0
Tanque 7,6.96,19.64,2025-05-07,15:30:00,Tarde,2025-05-07 15:30:00,Ninguno,0
Tanque 8,6.95,19.76,2025-05-07,15:35:00,Tarde,2025-05-07 15:35:00,Ninguno,0
Tanque 9,6.98,19.49,2025-05-07,15:40:00,Tarde,2025-05-07 15:40:00,Ninguno,0
Tanque 10,6.89,18.97,2025-05-07,15:45:00,Tarde,2025-05-07 15:45:00,Ninguno,0
Tanque 1,6.85,18.35,2025-05-08,08:25:00,Dia,2025-05-08 08:25:00,Ninguno,0
Tanque 2,7.06,18.81,2025-05-08,08:30:00,Dia,2025-05-08 08:30:00,Ninguno,0
Tanque 3,7.04,18.74,2025-05-08,08:35:00,Dia,2025-05-08 08:35:00,Ninguno,0
Tanque 4,6.89,19.85,2025-05-08,08:40:00,Dia,2025-05-08 08:40:00,Ninguno,0
Tanque 6,6.86,18.28,2025-05-08,08:50:00,Dia,2025-05-08 08:50:00,Ninguno,0
